4750.3530 1.5038e-13 2.7848e-14
4751.6030 1.5666e-13 3.1207e-14
4752.8530 1.5682e-13 2.7499e-14
4754.1030 1.5507e-13 2.8071e-14
4755.3530 1.5011e-13 3.3409e-14
4756.6030 1.5196e-13 2.8841e-14
4757.8530 1.5280e-13 2.7055e-14
4759.1030 1.5737e-13 2.8852e-14
4760.3530 1.5808e-13 3.0726e-14
4761.6030 1.4832e-13 2.3976e-14
4762.8530 1.4665e-13 2.5343e-14
4764.1030 1.4353e-13 2.5783e-14
4765.3530 1.4287e-13 2.3248e-14
4766.6030 1.5060e-13 2.4511e-14
4767.8530 1.6045e-13 2.4799e-14
4769.1030 1.6410e-13 2.7053e-14
4770.3530 1.5648e-13 2.9010e-14
4771.6030 1.5408e-13 2.5080e-14
4772.8530 1.5971e-13 2.3994e-14
4774.1030 1.6639e-13 2.7127e-14
4775.3530 1.6638e-13 2.2285e-14
4776.6030 1.6520e-13 2.6514e-14
4777.8530 1.6190e-13 2.7684e-14
4779.1030 1.5803e-13 2.5308e-14
4780.3530 1.5339e-13 2.7830e-14
4781.6030 1.4736e-13 2.5521e-14
4782.8530 1.4346e-13 2.8292e-14
4784.1030 1.5195e-13 2.5125e-14
4785.3530 1.5015e-13 2.5166e-14
4786.6030 1.5010e-13 2.5402e-14
4787.8530 1.4947e-13 2.6440e-14
4789.1030 1.4906e-13 2.3145e-14
4790.3530 1.5090e-13 2.4590e-14
4791.6030 1.5504e-13 2.5692e-14
4792.8530 1.6709e-13 2.6420e-14
4794.1030 1.7615e-13 2.7712e-14
4795.3530 1.7082e-13 2.6039e-14
4796.6030 1.6153e-13 3.0216e-14
4797.8530 1.5368e-13 2.6960e-14
4799.1030 1.5303e-13 2.3567e-14
4800.3530 1.5906e-13 2.6680e-14
4801.6030 1.7489e-13 2.7363e-14
4802.8530 1.7510e-13 2.6540e-14
4804.1030 1.6738e-13 2.5556e-14
4805.3530 1.5812e-13 2.6824e-14
4806.6030 1.5743e-13 2.5741e-14
4807.8530 1.6160e-13 2.4768e-14
4809.1030 1.6834e-13 2.7177e-14
4810.3530 1.6975e-13 2.4755e-14
4811.6030 1.6755e-13 2.5589e-14
4812.8530 1.6861e-13 2.5511e-14
4814.1030 1.6785e-13 2.6789e-14
4815.3530 1.7003e-13 2.6163e-14
4816.6030 1.7701e-13 2.5745e-14
4817.8530 1.8193e-13 2.7318e-14
4819.1030 1.8219e-13 2.4318e-14
4820.3530 1.8191e-13 2.6292e-14
4821.6030 1.7138e-13 2.7257e-14
4822.8530 1.6099e-13 2.4706e-14
4824.1030 1.6381e-13 2.6871e-14
4825.3530 1.7414e-13 2.7099e-14
4826.6030 1.6716e-13 2.7283e-14
4827.8530 1.6534e-13 2.3591e-14
4829.1030 1.6956e-13 2.4355e-14
4830.3530 1.6271e-13 2.2673e-14
4831.6030 1.5625e-13 2.2347e-14
4832.8530 1.6698e-13 2.2910e-14
4834.1030 1.7495e-13 2.4843e-14
4835.3530 1.7211e-13 2.6941e-14
4836.6030 1.7350e-13 2.6612e-14
4837.8530 1.6882e-13 2.6528e-14
4839.1030 1.6153e-13 2.4766e-14
4840.3530 1.6510e-13 2.4573e-14
4841.6030 1.6704e-13 2.2914e-14
4842.8530 1.6379e-13 2.3763e-14
4844.1030 1.7332e-13 2.6337e-14
4845.3530 1.8440e-13 2.5821e-14
4846.6030 1.7744e-13 2.4380e-14
4847.8530 1.6666e-13 2.4682e-14
4849.1030 1.7616e-13 2.4064e-14
4850.3530 1.8082e-13 2.2150e-14
4851.6030 1.8093e-13 2.4649e-14
4852.8530 1.8158e-13 2.2622e-14
4854.1030 1.6431e-13 2.1696e-14
4855.3530 1.6562e-13 2.1892e-14
4856.6030 1.8187e-13 2.2011e-14
4857.8530 1.7927e-13 2.2621e-14
4859.1030 1.5527e-13 1.9019e-14
4860.3530 1.3124e-13 1.4784e-14
4861.6030 1.4380e-13 1.8281e-14
4862.8530 1.6281e-13 2.0326e-14
4864.1030 1.6500e-13 2.0178e-14
4865.3530 1.7164e-13 2.1426e-14
4866.6030 1.7026e-13 2.2135e-14
4867.8530 1.7071e-13 2.2389e-14
4869.1030 1.6837e-13 2.2377e-14
4870.3530 1.5382e-13 2.0893e-14
4871.6030 1.5370e-13 2.0969e-14
4872.8530 1.6490e-13 2.0759e-14
4874.1030 1.6274e-13 2.3403e-14
4875.3530 1.6761e-13 2.2098e-14
4876.6030 1.7459e-13 2.4427e-14
4877.8530 1.8218e-13 2.6163e-14
4879.1030 1.7805e-13 2.6745e-14
4880.3530 1.6279e-13 2.2814e-14
4881.6030 1.6151e-13 2.3107e-14
4882.8530 1.6998e-13 2.6321e-14
4884.1030 1.6362e-13 2.2641e-14
4885.3530 1.5338e-13 2.4338e-14
4886.6030 1.5854e-13 2.5483e-14
4887.8530 1.6421e-13 2.3561e-14
4889.1030 1.5785e-13 2.2849e-14
4890.3530 1.5024e-13 2.3030e-14
4891.6030 1.6650e-13 2.5398e-14
4892.8530 1.8800e-13 2.7394e-14
4894.1030 1.9828e-13 2.9019e-14
4895.3530 2.0413e-13 2.6951e-14
4896.6030 2.0296e-13 2.6775e-14
4897.8530 1.9280e-13 2.6727e-14
4899.1030 1.7948e-13 2.5091e-14
4900.3530 1.7981e-13 2.4845e-14
4901.6030 1.8139e-13 2.8638e-14
4902.8530 1.7400e-13 2.9845e-14
4904.1030 1.8282e-13 2.8231e-14
4905.3530 1.9417e-13 2.9352e-14
4906.6030 1.9127e-13 2.4504e-14
4907.8530 1.7627e-13 2.5622e-14
4909.1030 1.6758e-13 2.4815e-14
4910.3530 1.6835e-13 2.4088e-14
4911.6030 1.7604e-13 2.4766e-14
4912.8530 1.7969e-13 2.7312e-14
4914.1030 1.8934e-13 2.8272e-14
4915.3530 1.9622e-13 2.8997e-14
4916.6030 1.8368e-13 2.7277e-14
4917.8530 1.5775e-13 2.1561e-14
4919.1030 1.3828e-13 2.1750e-14
4920.3530 1.4786e-13 2.3393e-14
4921.6030 1.7281e-13 2.4918e-14
4922.8530 1.7441e-13 2.5941e-14
4924.1030 1.6640e-13 2.5748e-14
4925.3530 1.7510e-13 2.7875e-14
4926.6030 1.8753e-13 2.5844e-14
4927.8530 1.9343e-13 2.7084e-14
4929.1030 1.9783e-13 2.8897e-14
4930.3530 1.9818e-13 3.1280e-14
4931.6030 1.8638e-13 2.8250e-14
4932.8530 1.7177e-13 2.8184e-14
4934.1030 1.7696e-13 2.7300e-14
4935.3530 1.8298e-13 2.6380e-14
4936.6030 1.6724e-13 2.3503e-14
4937.8530 1.5358e-13 2.3022e-14
4939.1030 1.6475e-13 2.5191e-14
4940.3530 1.8176e-13 2.4752e-14
4941.6030 1.8748e-13 2.4912e-14
4942.8530 1.9288e-13 2.6983e-14
4944.1030 1.9209e-13 2.8840e-14
4945.3530 1.8746e-13 2.9237e-14
4946.6030 1.9102e-13 2.8932e-14
4947.8530 1.9605e-13 2.9321e-14
4949.1030 2.0167e-13 2.7936e-14
4950.3530 2.0308e-13 2.9315e-14
4951.6030 1.9817e-13 2.9155e-14
4952.8530 1.9427e-13 2.8547e-14
4954.1030 1.9677e-13 2.7480e-14
4955.3530 1.8375e-13 2.7854e-14
4956.6030 1.5707e-13 2.4251e-14
4957.8530 1.6120e-13 2.5144e-14
4959.1030 1.9382e-13 2.5586e-14
4960.3530 1.9871e-13 2.6384e-14
4961.6030 1.9431e-13 2.6739e-14
4962.8530 1.9156e-13 2.7441e-14
4964.1030 1.7691e-13 2.6725e-14
4965.3530 1.6691e-13 2.6160e-14
4966.6030 1.6772e-13 2.6029e-14
4967.8530 1.7438e-13 2.4326e-14
4969.1030 1.7997e-13 2.6353e-14
4970.3530 1.8693e-13 2.8045e-14
4971.6030 1.9398e-13 2.8396e-14
4972.8530 1.9911e-13 2.7677e-14
4974.1030 1.9768e-13 2.7385e-14
4975.3530 1.9178e-13 2.6499e-14
4976.6030 1.8477e-13 2.5918e-14
4977.8530 1.7611e-13 2.6647e-14
4979.1030 1.7899e-13 2.6802e-14
4980.3530 1.6494e-13 2.6538e-14
4981.6030 1.5179e-13 2.4430e-14
4982.8530 1.5837e-13 2.3186e-14
4984.1030 1.6580e-13 2.7072e-14
4985.3530 1.7400e-13 2.6684e-14
4986.6030 1.8260e-13 2.4572e-14
4987.8530 1.8030e-13 2.5572e-14
4989.1030 1.7358e-13 2.3901e-14
4990.3530 1.7604e-13 2.4063e-14
4991.6030 1.8462e-13 2.5857e-14
4992.8530 1.8076e-13 2.8033e-14
4994.1030 1.8090e-13 2.5885e-14
4995.3530 1.8180e-13 2.7691e-14
4996.6030 1.8075e-13 2.6677e-14
4997.8530 1.7451e-13 2.5145e-14
4999.1030 1.6477e-13 2.3453e-14
5000.3530 1.6617e-13 2.6532e-14
